ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2013,"2013",0,"Total",14754,2238,"Census Tract 74, Fulton County, GA","14000US13121007400"
2013,"2013",0,"Total",17545,5970,"Census Tract 75, Fulton County, GA","14000US13121007500"
2013,"2013",0,"Total",32893,8008,"Census Tract 76.02, Fulton County, GA","14000US13121007602"
2013,"2013",0,"Total",14346,3036,"Census Tract 76.03, Fulton County, GA","14000US13121007603"
2013,"2013",0,"Total",17238,3418.9999999999995,"Census Tract 76.04, Fulton County, GA","14000US13121007604"
2013,"2013",0,"Total",36971,7677,"Census Tract 77.03, Fulton County, GA","14000US13121007703"
2013,"2013",0,"Total",36896,9212,"Census Tract 77.04, Fulton County, GA","14000US13121007704"
2013,"2013",0,"Total",21170,4799,"Census Tract 77.05, Fulton County, GA","14000US13121007705"
2013,"2013",0,"Total",44877,9090,"Census Tract 77.06, Fulton County, GA","14000US13121007706"
2013,"2013",0,"Total",46116,5617,"Census Tract 78.02, Fulton County, GA","14000US13121007802"
2013,"2013",0,"Total",37857,8289,"Census Tract 78.05, Fulton County, GA","14000US13121007805"
2013,"2013",0,"Total",31886,6181,"Census Tract 78.06, Fulton County, GA","14000US13121007806"
2013,"2013",0,"Total",17466,7059,"Census Tract 78.07, Fulton County, GA","14000US13121007807"
2013,"2013",0,"Total",11438,2304,"Census Tract 78.08, Fulton County, GA","14000US13121007808"
2013,"2013",0,"Total",57784,7993,"Census Tract 79, Fulton County, GA","14000US13121007900"
2013,"2013",0,"Total",40517,6507,"Census Tract 80, Fulton County, GA","14000US13121008000"
2013,"2013",0,"Total",29178,3934.9999999999995,"Census Tract 81.01, Fulton County, GA","14000US13121008101"
2013,"2013",0,"Total",23577,5925,"Census Tract 81.02, Fulton County, GA","14000US13121008102"
2013,"2013",0,"Total",27490,3868.9999999999995,"Census Tract 82.01, Fulton County, GA","14000US13121008201"
2013,"2013",0,"Total",26736,6708,"Census Tract 82.02, Fulton County, GA","14000US13121008202"
2013,"2013",0,"Total",24286,3673.0000000000005,"Census Tract 83.01, Fulton County, GA","14000US13121008301"
2013,"2013",0,"Total",28542,9903,"Census Tract 83.02, Fulton County, GA","14000US13121008302"
2013,"2013",0,"Total",20458,5086,"Census Tract 84, Fulton County, GA","14000US13121008400"
2013,"2013",0,"Total",27880,3130,"Census Tract 85, Fulton County, GA","14000US13121008500"
2013,"2013",0,"Total",20236,5268,"Census Tract 86.01, Fulton County, GA","14000US13121008601"
2013,"2013",0,"Total",33875,17010,"Census Tract 86.02, Fulton County, GA","14000US13121008602"
2013,"2013",0,"Total",21699,3134,"Census Tract 87, Fulton County, GA","14000US13121008700"
2013,"2013",0,"Total",88477,20099,"Census Tract 88, Fulton County, GA","14000US13121008800"
2013,"2013",0,"Total",53902,7500,"Census Tract 89.02, Fulton County, GA","14000US13121008902"
2013,"2013",0,"Total",66635,18256,"Census Tract 89.03, Fulton County, GA","14000US13121008903"
2013,"2013",0,"Total",70787,14362,"Census Tract 89.04, Fulton County, GA","14000US13121008904"
2013,"2013",0,"Total",103387,7493.000000000001,"Census Tract 90, Fulton County, GA","14000US13121009000"
2013,"2013",0,"Total",71691,9346,"Census Tract 91.01, Fulton County, GA","14000US13121009101"
2013,"2013",0,"Total",44089,22660,"Census Tract 91.02, Fulton County, GA","14000US13121009102"
2013,"2013",0,"Total",54130,3158,"Census Tract 92, Fulton County, GA","14000US13121009200"
2013,"2013",0,"Total",92857,11970,"Census Tract 93, Fulton County, GA","14000US13121009300"
2013,"2013",0,"Total",62745,8096,"Census Tract 94.02, Fulton County, GA","14000US13121009402"
2013,"2013",0,"Total",54643,8469,"Census Tract 94.03, Fulton County, GA","14000US13121009403"
2013,"2013",0,"Total",86205,14820,"Census Tract 94.04, Fulton County, GA","14000US13121009404"
2013,"2013",0,"Total",139750,23422,"Census Tract 95.01, Fulton County, GA","14000US13121009501"
2013,"2013",0,"Total",50655,9007,"Census Tract 95.02, Fulton County, GA","14000US13121009502"
2013,"2013",0,"Total",88264,30804,"Census Tract 96.01, Fulton County, GA","14000US13121009601"
2013,"2013",0,"Total",96696,19530,"Census Tract 96.02, Fulton County, GA","14000US13121009602"
2013,"2013",0,"Total",59800,10291,"Census Tract 96.03, Fulton County, GA","14000US13121009603"
2013,"2013",0,"Total",163125,39808,"Census Tract 97, Fulton County, GA","14000US13121009700"
2013,"2013",0,"Total",143000,34761,"Census Tract 98.01, Fulton County, GA","14000US13121009801"
2013,"2013",0,"Total",159405,60290,"Census Tract 98.02, Fulton County, GA","14000US13121009802"
2013,"2013",0,"Total",110865,20691,"Census Tract 99, Fulton County, GA","14000US13121009900"
2013,"2013",0,"Total",96343,20965,"Census Tract 100.01, Fulton County, GA","14000US13121010001"
2013,"2013",0,"Total",148838,12825,"Census Tract 100.02, Fulton County, GA","14000US13121010002"
2013,"2013",0,"Total",54105,11843,"Census Tract 101.14, Fulton County, GA","14000US13121010114"
2013,"2013",0,"Total",160223,31089.999999999996,"Census Tract 102.06, Fulton County, GA","14000US13121010206"
2013,"2013",0,"Total",125417,40595,"Census Tract 102.11, Fulton County, GA","14000US13121010211"
2013,"2013",0,"Total",71333,12031,"Census Tract 103.03, Fulton County, GA","14000US13121010303"
2013,"2013",0,"Total",36435,8672,"Census Tract 108, Fulton County, GA","14000US13121010800"
2013,"2013",0,"Total",13056,4756,"Census Tract 118, Fulton County, GA","14000US13121011800"
2013,"2013",0,"Total",23791,4804,"Census Tract 119, Fulton County, GA","14000US13121011900"
2013,"2013",0,"Total",12475,3258,"Census Tract 120, Fulton County, GA","14000US13121012000"
